industry_id,primary_category,market
6322,Discounts, VoIP 
6323,Predictive Analytics, Sales Automation 
6324,Local Coupons, Curated Web 
6325,Guides, Enterprise Software 
6326,Tea, Tea 
6327,Monetization, Content Syndication 
6328,News, Advertising 
6329,Personal Health, Marketplaces 
6330,Fraud Detection, Fraud Detection 
6331,Fraud Detection, E-Commerce 
6332,Mobile Security, Reputation 
6333,Health Care, Robotics 
6334,Education, Messaging 
6335,Enterprise Resource Planning, Productivity Software 
6336,Cars, Online Shopping 
6337,Telecommunications, Travel & Tourism 
6338,Reviews and Recommendations, Photography 
6339,Email, Tech Field Support 
6340,Soccer, Soccer 
6341,Event Management, Sales and Marketing 
6342,Sales and Marketing, Loyalty Programs 
6343,Game Mechanics, Games 
6344,Security, M2M 
6345,Consumer Electronics, Music Services 
6346,Facebook Applications, Browser Extensions 
6347,Financial Services, Technology 
6348,Innovation Engineering, Consulting 
6349,Entertainment, Hardware + Software 
6350,Hardware, Content Creators 
6351,Technology, Design 
6352,iPhone, Electronics 
6353,Mobile Enterprise, Sales Automation 
6354,Mobile, News 
6355,Lead Management, Real Estate 
6356,Travel, Social Travel 
6357,Peer-to-Peer, Travel 
6358,Online Shopping, Interior Design 
6359,Marketplaces, All Markets 
6360,Photo Sharing, Games 
6361,Architecture, Augmented Reality 
6362,Online Rental, Hotels 
6363,Lifestyle, Design 
6364,Self Storage, Self Storage 
6365,Technology, Predictive Analytics 
6366,SEO, Domains 
6367,Home & Garden, SaaS 
6368,Online Scheduling, Sports 
6369,Navigation, Public Transportation 
6370,Developer Tools, Video 
6371,Colleges, CRM 
6372,Entertainment, Chat 
6373,Web CMS, Databases 
6374,Loyalty Programs, Colleges 
6375,Health Services Industry, Tourism 
6376,Local Businesses, Consulting 
6377,Entertainment, Auctions 
6378,Open Source, Education 
6379,Mobility, Subscription Businesses 
6380,Crowdfunding, Retail 
6381,Craigslist Killers, E-Commerce 
6382,Mobile, Predictive Analytics 
6383,Chat, Identity 
6384,Sports, Fitness 
6385,Cloud Infrastructure, Developer APIs 
6386,World Domination, Sports 
6387,Apps, Small and Medium Businesses 
6388,Fitness, Health Care Information Technology 
6389,IT and Cybersecurity, Software 
6390,File Sharing, Video Streaming 
6391,Restaurants, Ticketing 
6392,Predictive Analytics, Recruiting 
6393,Training, Social Media 
6394,Financial Services, Social Fundraising 
6395,Leisure, Tourism 
6396,Tourism, Social Travel 
6397,Virtual Currency, Interest Graph 
6398,Security, Business Development 
6399,Enterprises, Sales and Marketing 
6400,Online Shopping, B2B 
6401,Sales Automation, Marketplaces 
6402,Social Media Marketing, CRM 
6403,Sales and Marketing, Shopping 
6404,Social Media Marketing, Cloud Computing 
6405,Console Gaming, Mobile Games 
6406,SaaS, Nonprofits 
6407,Mobile, Oil and Gas 
6408,Entrepreneur, Big Data Analytics 
6409,Health and Wellness, Healthcare Services 
6410,Corporate IT, Corporate IT 
6411,Startups, Enterprises 
6412,SaaS, Public Safety 
6413,Social + Mobile + Local, Social Search 
6414,Social Media, Web Browsers 
6415,Health and Insurance, E-Commerce 
6416,General Public Worldwide, Social Media 
6417,Startups, Messaging 
6418,Young Adults, Young Adults 
6419,Finance, Publishing 
6420,Service Providers, Wireless 
6421,Reputation, Public Relations 
6422,Health Care, Life Sciences 
6423,App Stores, Apps 
6424,Task Management, Human Resources 
6425,Consulting, Marketplaces 
6426,Startups, Opinions 
6427,Social Games, Portals 
6428,Real Estate, Elder Care 
6429,iPhone, Graphics 
6430,Telecommunications, Web Development 
6431,Sports, Concerts 
6432,Audio, Enterprise Software 
6433,Fitness, Dietary Supplements 
6434,Fitness, Curated Web 
6435,Retail, Hospitality 
6436,Subscription Businesses, Curated Web 
6437,Collectibles, Trading 
6438,Events, Franchises 
6439,Natural Language Processing, Chat 
6440,Semiconductors, Electronics 
6441,Peer-to-Peer, Bridging Online and Offline 
6442,Machine Learning, Artificial Intelligence 
6443,QR Codes, Data Visualization 
6444,Business Services, Retail Technology 
6445,Cloud Computing, E-Commerce 
6446,Local Based Services, Video 
6447,Productivity Software, Mobile 
6448,Social News, Events 
6449,Startups, Search 
6450,SaaS, High Schools 
6451,Private School, Marketplaces 
6452,All Students, Mobile 
6453,Software, Systems 
6454,Knowledge Management, Education 
6455,Outsourcing, Marketplaces 
6456,Big Data, Monetization 
6457,Internet Marketing, Curated Web 
6458,Publishing, FreetoPlay Gaming 
6459,Augmented Reality, Health Care 
6460,Media, Sports 
6461,Visualization, Sports 
6462,Internet, Online Dating 
6463,Local Coupons, Coupons 
6464,Freelancers, Android 
6465,Cloud Computing, Information Technology 
6466,Film, Curated Web 
6467,Online Shopping, News 
6468,Writers, Writers 
6469,Content Syndication, Content 
6470,Online Shopping, Music 
6471,Comics, Photo Sharing 
6472,Entertainment, Video Streaming 
6473,iPad, Software 
6474,Networking, Databases 
6475,Enterprise Search, Search 
6476,Stock Exchanges, Software 
6477,Vertical Search, Concerts 
6478,Travel, Social Media 
6479,Ticketing, Games 
6480,Transportation, Travel 
6481,Business Development, Entrepreneur 
6482,Education, High Schools 
6483,Publishing, Games 
6484,Smart Building, Consumer Electronics 
6485,Mobile, Electronics 
6486,Network Security, Enterprises 
6487,Trading, Payments 
6488,NFC, Data Security 
6489,Risk Management, Security 
6490,Brand Marketing, Enterprise Software 
6491,Technology, Virtualization 
6492,iPhone, Local Based Services 
6493,Entertainment, Crowdfunding 
6494,Business Services, Startups 
6495,Social Network Media, Crowdfunding 
6496,Kids, DIY 
6497,Search, User Experience Design 
6498,Social Opinion Platform, Social Opinion Platform 
6499,Psychology, Curated Web 
6500,Business Travelers, Marketplaces 
6501,Local, Leisure 
6502,Loyalty Programs, Big Data 
6503,Mobile Shopping, Mobile 
6504,Real Time, Content Discovery 
6505,Music, Search 
6506,Security, Financial Services 
6507,Displays, Search 
6508,Marketplaces, Windows Phone 7 
6509,Consumer Electronics, Television 
6510,Sustainability, Energy Efficiency 
6511,Banking, Analytics 
6512,Mobile Games, Social Games 
6513,Automated Kiosk, Real Time 
6514,Internet Marketing, Recruiting 
6515,Auctions, Apps 
6516,Monetization, Leisure 
6517,E-Commerce, SaaS 
6518,Business Services, Real Estate 
6519,Video, E-Commerce 
6520,Flash Sales, Wine And Spirits 
6521,Agriculture, Consumer Goods 
6522,Content, Shopping 
6523,Marketplaces, Local 
6524,Collaboration, Semantic Web 
6525,Enterprise Search, Semantic Web 
6526,Search, Business Intelligence 
6527,Natural Language Processing, Opinions 
6528,Search, Product Search 
6529,Solar, Electronics 
6530,Clean Energy, Smart Grid 
6531,Tracking, SMS 
6532,Enterprise Software, Finance 
6533,Web CMS, Email 
6534,Health Care, Elder Care 
6535,Machine Learning, Predictive Analytics 
6536,Displays, Software 
6537,Internet of Things, Semiconductors 
6538,Hardware + Software, Sports 
6539,Health and Wellness, Wireless 
6540,Electronics, Semiconductors 
6541,Energy Efficiency, Systems 
6542,Sensors, Technology 
6543,Sensors, Health and Wellness 
6544,Android, Maps 
6545,Electronics, Manufacturing 
6546,Consumer Electronics, Public Relations 
6547,Real Time, Enterprise Software 
6548,Contact Management, Software 
6549,DIY, Health and Wellness 
6550,Life Sciences, Diabetes 
6551,Business Analytics, Business Development 
6552,Telecommunications, Health Care 
6553,Social CRM, Social Media Monitoring 
6554,Brand Marketing, Social Media Monitoring 
6555,Internet of Things, Home Automation 
6556,Cyber Security, Security 
6557,Sales and Marketing, Search Marketing 
6558,SEO, Online Shopping 
6559,Wireless, Sensors 
6560,Experience Design, User Experience Design 
6561,Simulation, Virtual Worlds 
6562,Social Games, Facebook Applications 
6563,Physicians, Medical 
6564,SEO, Software 
6565,Software, Batteries 
6566,Networking, Cloud Computing 
6567,Beauty, Tutoring 
6568,Location Based Services, RFID 
6569,Startups, Advertising 
6570,Monetization, B2B 
6571,Personalization, Social Media 
6572,Machine Learning, Market Research 
6573,Distribution, Oil & Gas 
6574,Web Tools, File Sharing 
6575,Nightlife, Restaurants 
6576,App Stores, Mobile 
6577,Forums, Blogging Platforms 
6578,Hospitality, E-Commerce 
6579,Biotechnology, Venture Capital 
6580,Portals, Cooking 
6581,Career Planning, College Recruiting 
6582,Video, Online Video Advertising 
6583,Game, Video 
6584,Customer Service, Logistics 
6585,Network Security, Information Security 
6586,Cloud Computing, Photo Sharing 
6587,Content Discovery, Content 
6588,Collaborative Consumption, Enterprise Software 
6589,Advice, iOS 
6590,Mobile Commerce, Social Commerce 
6591,Direct Marketing, Advertising 
6592,Twitter Applications, Messaging 
6593,Services, Contests 
6594,Web Development, Digital Media 
6595,Social Network Media, Soccer 
6596,Brand Marketing, Monetization 
6597,Small and Medium Businesses, Databases 
6598,Video Games, Mobile Games 
6599,Brand Marketing, Photo Sharing 
6600,Intellectual Asset Management, Advertising 
6601,Women, Shopping 
6602,Marketplaces, Big Data 
6603,Mobile Shopping, Hardware + Software 
6604,Consumer Goods, Local Based Services 
6605,Collaborative Consumption, Social Travel 
6606,Social Media, Consumer Goods 
6607,Cyber, Cyber 
6608,Mobile Advertising, Local Advertising 
6609,Design, Brand Marketing 
6610,Developer APIs, Shipping 
6611,E-Commerce, World Domination 
6612,Shipping, Software 
6613,Entertainment, Journalism 
6614,Photo Sharing, Local Search 
6615,Television, Sales and Marketing 
6616,Personalization, E-Commerce 
6617,Online Shopping, Shoes 
6618,E-Commerce, Groceries 
6619,Startups, Transportation 
6620,Web Hosting, Web Development 
6621,Social Media, Marketplaces 
6622,News, Mobile Commerce 
6623,Big Data, Mobile Shopping 
6624,Travel, Lifestyle 
6625,Discounts, Brand Marketing 
6626,Social Buying, Entrepreneur 
6627,Mobile Commerce, E-Commerce Platforms 
6628,Web Development, Online Shopping 
6629,Social Commerce, Social Bookmarking 
6630,Mobile Shopping, Shopping 
6631,Coupons, Shopping 
6632,Analytics, E-Commerce 
6633,E-Commerce, Real Time 
6634,Retail, Marketing Automation 
6635,Business Services, Business Intelligence 
6636,Payments, Sales and Marketing 
6637,QR Codes, Mobile 
6638,Small and Medium Businesses, Shopping 
6639,Retail, Local Based Services 
6640,Mobile Coupons, App Marketing 
6641,Retail, E-Commerce Platforms 
6642,Visual Search, Image Recognition 
6643,Apps, Charity 
6644,Startups, Cloud Computing 
6645,Twitter Applications, MicroBlogging 
6646,Messaging, Audio 
6647,Android, File Sharing 
6648,Customer Support Tools, Video Chat 
6649,Music Services, Digital Media 
6650,Child Care, Transportation 
6651,Virtualization, Services 
6652,Sales and Marketing, Social Commerce 
6653,Postal and Courier Services, E-Commerce 
6654,Internet, Services 
6655,Sustainability, Online Shopping 
6656,Nightclubs, Sales and Marketing 
6657,Big Data Analytics, Software 
6658,Google Apps, E-Commerce 
6659,Fashion, Finance 
6660,Embedded Hardware and Software, Hardware 
6661,Ticketing, Hotels 
6662,Facebook Applications, Social Search 
6663,Finance, Collaborative Consumption 
6664,Automotive, Analytics 
6665,Energy Efficiency, Early-Stage Technology 
6666,Broadcasting, Photography 
6667,Big Data, Security 
6668,Collaboration, Internet 
6669,Local Advertising, Advertising 
6670,Defense, Electronics 
6671,Music, iPhone 
6672,Application Performance Monitoring, Data Security 
6673,Security, Technology 
6674,Tutoring, Professional Services 
6675,Cloud Computing, Semiconductors 
6676,Media, Data Visualization 
6677,Software, Fraud Detection 
6678,Software, Enterprise Purchasing 
6679,Health Care, Cloud Data Services 
6680,Training, Transportation 
6681,Aerospace, Brand Marketing 
6682,Web CMS, Search 
6683,Project Management, Outsourcing 
6684,Spas, Restaurants 
6685,Curated Web, Business Intelligence 
6686,Simulation, Simulation 
6687,Finance, Green 
6688,Services, Food Processing 
6689,Developer APIs, Advertising 
6690,Reviews and Recommendations, Legal 
6691,E-Commerce, Email 
6692,Transaction Processing, Hedge Funds 
6693,Tutoring, Certification Test 
6694,B2B, Analytics 
6695,Internet Marketing, Marketing Automation 
6696,Mobile Infrastructure, Mobile Infrastructure 
6697,Dietary Supplements, Agriculture 
6698,E-Commerce, Agriculture 
6699,Social Network Media, Online Dating 
6700,Reviews and Recommendations, Web Development 
6701,Marketplaces, Jewelry 
6702,Law Enforcement, Music 
6703,Social Media, Internet Marketing 
6704,Mobile Enterprise, Mobile 
6705,Enterprise Software, Internet 
6706,Estimation and Quoting, Estimation and Quoting 
6707,Diagnostics, Therapeutics 
6708,Network Security, Search 
6709,Web CMS, Curated Web 
6710,Incentives, Real Time 
6711,Navigation, Transportation 
6712,Twin-Tip Skis, Twin-Tip Skis 
6713,News, Brand Marketing 
6714,Education, Games 
6715,Manufacturing, Employment 
6716,Social Recruiting, Freemium 
6717,Games, Educational Games 
6718,Internet, Web Development 
6719,Social Bookmarking, Collaboration 
6720,Video, Peer-to-Peer 
6721,B2B, Gamification 
6722,E-Commerce, Parenting 
6723,Real Estate, Vacation Rentals 
6724,Human Computer Interaction, Computers 
6725,Software, K-12 Education 
6726,Interface Design, Software 
6727,Augmented Reality, Automotive 
6728,Enterprise Software, SMS 
6729,Robotics, Aerospace 
6730,Networking, Messaging 
6731,Mobility, Enterprise Resource Planning 
6732,Content, Real Time 
6733,Information Security, Data Security 
6734,Social Commerce, Apps 
6735,Search, Apps 
6736,Web Tools, Search 
6737,Machine Learning, Big Data 
6738,Film Production, Film Production 
6739,Mobile, App Marketing 
6740,Crowdsourcing, Recruiting 
6741,Unifed Communications, Enterprise Software 
6742,Development Platforms, Data Centers 
6743,Politics, News 
6744,Social Network Media, Hardware + Software 
6745,Q&A, Event Management 
6746,EBooks, EBooks 
6747,Finance Technology, Financial Services 
6748,Software, Photography 
6749,Curated Web, Software 
6750,Credit Cards, E-Commerce 
6751,Mobile Payments, Vending and Concessions 
6752,Advertising, Brand Marketing 
6753,Real Time, Curated Web 
6754,Big Data Analytics, Hardware + Software 
6755,Home Renovation, Lead Generation 
6756,Data Mining, Education 
6757,Finance, iPod Touch 
6758,Semiconductors, Electrical Distribution 
6759,Tablets, iPad 
6760,Logistics, Fleet Management 
6761,Home Automation, Consumers 
6762,Distribution, Content Delivery 
6763,Gps, Shoes 
6764,Coffee, Hospitality 
6765,News, Apps 
6766,Mobile Commerce, Travel 
6767,E-Books, Certification Test 
6768,Nutrition, E-Commerce 
6769,Advertising, Twitter Applications 
6770,App Stores, Software 
6771,Chemicals, Energy 
6772,Mobility, Transportation 
6773,Audio, Music 
6774,Social Games, Social Media Marketing 
6775,Mobile, Pharmaceuticals 
6776,Coupons, Transportation 
6777,Reviews and Recommendations, Search 
6778,Apps, File Sharing 
6779,Photography, iOS 
6780,Domains, E-Commerce 
6781,Cloud Management, Mobile Security 
6782,Video Streaming, MicroBlogging 
6783,Mobile, App Stores 
6784,Web CMS, Software 
6785,Content, Augmented Reality 
6786,Consulting, Hotels 
6787,Automotive, Advice 
6788,Employment, Advertising 
6789,Fashion, Mobile 
6790,K-12 Education, Colleges 
6791,Advertising Platforms, Data Integration 
6792,Promotional, iPhone 
6793,Business Services, Finance Technology 
6794,Sports, Security 
6795,Security, Toys 
6796,Security, Sensors 
6797,Performance Marketing, Big Data 
6798,Internet, Cloud Computing 
6799,Technology, Young Adults 
6800,Travel, Shared Services 
6801,Cause Marketing, Sales and Marketing 
6802,Telecommunications, Video 
6803,Social Travel, Travel 
6804,Contests, Contests 
6805,Test and Measurement, Test and Measurement 
6806,Consumer Goods, Ventures for Good 
6807,Social Media Advertising, Facebook Applications 
6808,Meeting Software, Hospitality 
6809,Professional Networking, Freelancers 
6810,Location Based Services, Social Games 
6811,Social Buying, Group Buying 
6812,File Sharing, iPhone 
6813,Social CRM, Advertising 
6814,Business Intelligence, Social Media Management 
6815,Sales and Marketing, Crowdsourcing 
6816,Internet, Networking 
6817,Events, Television 
6818,Social Games, Social Commerce 
6819,Social Network Media, Real Estate 
6820,E-Commerce, Semantic Search 
6821,Internet Marketing, News 
6822,Hotels, Social Media 
6823,NFC, Networking 
6824,Brand Marketing, Internet Marketing 
6825,Enterprises, Nonprofits 
6826,Personal Finance, E-Commerce 
6827,Restaurants, Local 
6828,Financial Services, Enterprise Software 
6829,SEO, Search Marketing 
6830,Cloud Computing, Social Media 
6831,Skill Assessment, Education 
6832,Machine Learning, Security 
6833,Networking, Fantasy Sports 
6834,Entertainment, Game 
6835,Crowdsourcing, Tutoring 
6836,Design, Shoes 
6837,Local, SaaS 
6838,Virtualization, Data Centers 
6839,Discounts, News 
6840,Incentives, Facebook Applications 
6841,Mobility, Usability 
6842,Clean Energy, Solar 
6843,Environmental Innovation, Smart Grid 
6844,Clean Energy, Franchises 
6845,Renewable Energies, Solar 
6846,E-Commerce Platforms, Social Commerce 
6847,Analytics, Design 
6848,Software, Network Security 
6849,Retail, Handmade 
6850,Emerging Markets, Hardware + Software 
6851,English-Speaking, Education 
6852,Location Based Services, Cloud Computing 
6853,Gambling, Technology 
6854,Sales and Marketing, B2B 
6855,Impact Investing, Peer-to-Peer 
6856,Information Services, Optimization 
6857,Green Consumer Goods, Green Consumer Goods 
6858,Corporate Wellness, Psychology 
6859,Virtual Currency, Games 
6860,Shared Services, Collaboration 
6861,Hospitals, Medical Devices 
6862,Startups, Embedded Hardware and Software 
6863,Twitter Applications, Networking 
6864,Video Conferencing, Enterprise Software 
6865,Online Dating, Music 
6866,E-Commerce, Music Services 
6867,Television, Music 
6868,iPhone, Consumer Electronics 
6869,Analytics, Real Time 
6870,Chat, Entertainment 
6871,Tracking, Gps 
6872,News, Media 
6873,Independent Music Labels, Music 
6874,Crowdfunding, Music 
6875,Coworking, Coworking 
6876,iOS, Location Based Services 
6877,Auctions, Shopping 
6878,Marketplaces, B2B 
6879,Apps, Mac 
6880,Mobile Security, Mobile Analytics 
6881,Procurement, Software 
6882,Productivity Software, Developer Tools 
6883,E-Commerce Platforms, Payments 
6884,Online Rental, Cloud Data Services 
6885,Quantified Self, Social Games 
6886,Social Media, QR Codes 
6887,Local Businesses, Colleges 
6888,Online Scheduling, Beauty 
6889,Web Hosting, Services 
6890,Payments, Online Rental 
6891,Industrial, Broadcasting 
6892,Apps, Big Data 
6893,Industrial, Office Space 
6894,Browser Extensions, Real Estate 
6895,Collaborative Consumption, Marketplaces 
6896,Hardware, Internet of Things 
6897,SaaS, Twitter Applications 
6898,Mobile, Point of Sale 
6899,Promotional, Fashion 
6900,Customer Service, Hardware + Software 
6901,Assisitive Technology, Artificial Intelligence 
6902,Consulting, Health and Wellness 
6903,Clinical Trials, Hospitals 
6904,Sales and Marketing, Architecture 
6905,Ediscovery, User Experience Design 
6906,Translation, Public Relations 
6907,Advertising, SaaS 
6908,Private Social Networking, Events 
6909,Fuels, Chemicals 
6910,Software, Hardware 
6911,SaaS, Customer Service 
6912,Professional Networking, IT Management 
6913,Cyber Security, Enterprise Security 
6914,Services, Manufacturing 
6915,File Sharing, Collaborative Consumption 
6916,Online Dating, Games 
6917,Social Network Media, Web Hosting 
6918,Lifestyle, Apps 
6919,Mobile, Internet 
6920,Search, Discounts 
6921,Advertising Platforms, Internet Marketing 
6922,Environmental Innovation, Software 
6923,Nightclubs, Music 
6924,Interest Graph, Networking 
6925,Analytics, Promotional 
6926,Social Buying, E-Commerce Platforms 
6927,Consumer Goods, Games 
6928,Incentives, Local Businesses 
6929,NFC, Incentives 
6930,Local, University Students 
6931,Consumers, Mobile Devices 
6932,Soccer, Sports 
6933,Emerging Markets, Sports 
6934,Loyalty Programs, Mobile Advertising 
6935,MicroBlogging, Sports 
6936,Technology, Sports 
6937,Internet, Home & Garden 
6938,Entertainment, Sports 
6939,News, Sports 
6940,Consumer Goods, Sports 
6941,Android, Automated Kiosk 
6942,Consumer Goods, Specialty Foods 
6943,Local Search, Software 
6944,Location Based Services, Search Marketing 
6945,Ticketing, Digital Entertainment 
6946,Incentives, Android 
6947,Trading, Software 
6948,Trading, Coupons 
6949,Data Security, Finance Technology 
6950,Video on Demand, E-Commerce 
6951,Internet Radio Market, Social Media 
6952,Brand Marketing, Fashion 
6953,Video Streaming, Twitter Applications 
6954,Open Source, E-Commerce 
6955,Software, Wireless 
6956,Network Security, Big Data 
6957,Creative, Marketplaces 
6958,Social Investing, Social Investing 
6959,Analytics, Social CRM 
6960,SaaS, Proximity Internet 
6961,Professional Networking, Software 
6962,Nonprofits, Coupons 
6963,Internet of Things, Big Data Analytics 
6964,Mobile, Semantic Web 
6965,Accounting, CRM 
6966,Hardware + Software, P2P Money Transfer 
6967,Internet Marketing, Entertainment 
6968,iOS, Email 
6969,SaaS, Information Technology 
6970,Finance Technology, E-Commerce Platforms 
6971,Design, Crowdsourcing 
6972,Open Source, Infrastructure 
6973,Incentives, Internet 
6974,Events, Nightclubs 
6975,Systems, Databases 
6976,Services, 3D 
6977,Loyalty Programs, Mobile 
6978,SaaS, Design 
6979,Entrepreneur, Crowdfunding 
6980,Social Media, Information Services 
6981,Payments, Enterprise Software 
6982,B2B, Employment 
6983,Cooking, Distribution 
6984,Big Data, Technology 
6985,Universities, Technology 
6986,Enterprise Software, Mobility 
6987,Toys, Games 
6988,Networking, Nonprofits 
6989,Data Visualization, Big Data Analytics 
6990,Venture Capital, Events 
6991,Employment, Startups 
6992,Nonprofits, Networking 
6993,Communities, Venture Capital 
6994,Healthcare Services, Doctors 
6995,World Domination, Social Media 
6996,Reviews and Recommendations, Music 
6997,Internet, Social Media Advertising 
6998,Startups, Hotels 
6999,World Domination, Analytics 
7000,Entrepreneur, E-Commerce 
7001,Information Technology, Sports 
7002,Mobile, Ventures for Good 
7003,Technology, Robotics 
7004,SEO, Mobile 
7005,Storage, Networking 
7006,Publishing, Jewelry 
7007,Data Visualization, Data Center Automation 
7008,Online Shopping, Facebook Applications 
7009,Online Gaming, Social Network Media 
7010,E-Commerce, Personal Finance 
7011,Shipping, Cloud Data Services 
7012,Shopping, Search 
7013,Information Services, Enterprise Software 
7014,Social Commerce, Retail 
7015,iPad, Photography 
7016,Hospitality, iPhone 
7017,Blogging Platforms, Media 
7018,B2B, Enterprise Software 
7019,Cloud Infrastructure, Data Center Infrastructure 
7020,Education, Media 
7021,iPad, Kids 
7022,Social Media Marketing, Digital Media 
7023,Finance, Content 
7024,Baby Boomers, Baby Boomers 
7025,Marketplaces, Storage 
7026,Software, Virtualization 
7027,Services, Financial Services 
7028,Business Intelligence, Big Data Analytics 
7029,New Product Development, Biotechnology 
7030,Online Shopping, Apps 
7031,Procurement, Procurement 
7032,Photography, Auto 
7033,Finance, Databases 
7034,Interest Graph, Location Based Services 
7035,Mobile, Search 
7036,Training, Distribution 
7037,Shopping, Mobile Commerce 
7038,Entertainment, Ticketing 
7039,Communities, Communications Infrastructure 
7040,Finance, Customer Service 
7041,High Schools, Software 
7042,Social Network Media, All Students 
7043,Film Distribution, Film Production 
7044,Tablets, Reading Apps 
7045,Video Editing, Photography 
7046,File Sharing, Music 
7047,Social Media Platforms, Universities 
7048,Data Visualization, Advertising 
7049,Trading, Local 
7050,Ad Targeting, Supply Chain Management 
7051,iPhone, Photo Sharing 
7052,Mobile, Storage 
7053,Virtualization, Mobile 
7054,Online Shopping, Curated Web 
7055,Video Streaming, Fashion 
7056,News, Crowdsourcing 
7057,Mobile Commerce, Design 
7058,Shopping, Fashion 
7059,Personal Health, Beauty 
7060,Crowdsourcing, Fashion 
7061,Content, Online Shopping 
7062,Customer Service, CRM 
7063,Big Data Analytics, Data Security 
7064,SaaS, Communities 
7065,Subscription Businesses, Web Hosting 
7066,Identity, Mobile 
7067,Curated Web, Enterprise Software 
7068,Legal, Curated Web 
7069,Content, Local 
7070,Storage, Curated Web 
7071,Graphics, Analytics 
7072,Employment, Classifieds 
7073,Content Creators, Curated Web 
7074,Apps, iPhone 
7075,Graphics, Hardware + Software 
7076,Internet, Photo Editing 
7077,Lifestyle, Colleges 
7078,Energy, Clean Technology 
7079,Social Media, SMS 
7080,Green, Energy Efficiency 
7081,Governments, Politics 
7082,Group Buying, Media 
7083,Online Scheduling, Design 
7084,Services, Design 
7085,Internet of Things, NFC 
7086,Technology, Tablets 
7087,Open Source, Service Providers 
7088,Clean Energy, Commercial Solar 
7089,Monetization, Mobile 
7090,Shopping, Price Comparison 
7091,Wholesale, Public Relations 
7092,Local Search, Social Media 
7093,Parenting, Families 
7094,Social Bookmarking, Shopping 
7095,Document Management, Software 
7096,Education, Recruiting 
7097,Android, Music 
7098,Video Streaming, Security 
7099,Health Care, 3D 
7100,Distribution, Legal 
7101,Surveys, Software 
7102,Business Analytics, Sales and Marketing 
7103,Consulting, Sustainability 
7104,Renewable Energies, Sustainability 
7105,Analytics, Productivity Software 
7106,Virtual Currency, Digital Media 
7107,Social Media, Group Buying 
7108,Consumer Internet, Online Shopping 
7109,Recycling, Curated Web 
7110,Financial Services, Bitcoin 
7111,Hardware, Product Design 
7112,Artificial Intelligence, Social Media 
7113,Games, Promotional 
7114,Apps, Pets 
7115,Mobile Health, Health Care 
7116,Mobile Advertising, Mobile Payments 
7117,Mobile Software Tools, Retail 
7118,Games, Incentives 
7119,Events, Video 
7120,Sponsorship, Software 
7121,Big Data, Education 
7122,Medical, Marketplaces 
7123,Storage, Cloud Data Services 
7124,Parenting, Music 
7125,Electronic Health Records, Health Care Information Technology 
7126,Finance, Security 
7127,Mobile Software Tools, Email 
7128,User Experience Design, Technology 
7129,Data Centers, Wireless 
7130,Material Science, Material Science 
7131,Facebook Applications, Social Media Marketing 
7132,Consumer Goods, Beauty 
7133,Visualization, Software 
7134,Open Source, Linux 
7135,Crowdsourcing, Analytics 
7136,Mobile, Cloud Management 
7137,Retail Technology, Content Syndication 
7138,Social + Mobile + Local, Mobile Games 
7139,Sensors, Fuels 
7140,Enterprise Software, CRM 
7141,Storage, IT Management 
7142,Mobile, Mobile Payments 
7143,Payments, Point of Sale 
7144,iOS, Events 
7145,Travel, Games 
7146,Curated Web, Content Discovery 
7147,Hospitality, Consumers 
7148,Social Network Media, Search 
7149,Twitter Applications, Software 
7150,Publishing, iPad 
7151,Location Based Services, Online Reservations 
7152,Nightlife, Advertising 
7153,Advertising, Loyalty Programs 
7154,Ediscovery, Advertising 
7155,Social Media, Concerts 
7156,Photo Sharing, Apps 
7157,Travel, Location Based Services 
7158,Weddings, Lifestyle 
7159,Video Games, Fantasy Sports 
7160,Logistics, Transportation 
7161,Employment, DOD/Military 
7162,Sales and Marketing, Hospitality 
7163,Email, Web Browsers 
7164,Trusted Networks, Internet 
7165,Therapeutics, Software 
7166,Music Services, Entertainment Industry 
7167,Media, Public Relations 
7168,Human Resources, Career Management 
7169,Human Resources, Technology 
7170,Design, Career Management 
7171,Semantic Search, Recruiting 
7172,Reviews and Recommendations, Social Media Agent 
7173,Location Based Services, iPad 
7174,Events, Digital Media 
7175,Consumer Electronics, Social Media 
7176,Financial Services, Digital Media 
7177,Digital Media, Messaging 
7178,Text Analytics, Text Analytics 
7179,Entertainment, Networking 
7180,CRM, Big Data Analytics 
7181,Data Integration, Technology 
7182,Oil & Gas, Solar 
7183,Market Research, Business Intelligence 
7184,Peer-to-Peer, Local Businesses 
7185,Loyalty Programs, Enterprise Software 
7186,Entertainment, Video on Demand 
7187,Android, Mobile Advertising 
7188,Games, Apps 
7189,Quantitative Marketing, Quantitative Marketing 
7190,Messaging, Enterprise Software 
7191,Cloud Computing, Home Automation 
7192,Advertising, Mobile Advertising 
7193,Collaboration, Business Productivity 
7194,Apps, Communities 
7195,Apps, Market Research 
7196,Events, Enterprise Software 
7197,Enterprise Hardware, Hardware + Software 
7198,Hospitality, Software 
7199,Security, File Sharing 
7200,Energy, Agriculture 
7201,Music, Digital Media 
7202,Small and Medium Businesses, Marketplaces 
7203,Real Time, Crowdsourcing 
7204,Finance, Project Management 
7205,Productivity Software, Messaging 
7206,Consulting, Corporate IT 
7207,Cooking, Curated Web 
7208,Communities, Social Commerce 
7209,App Marketing, Messaging 
7210,Service Providers, Restaurants 
7211,Medical, Investment Management 
7212,Facebook Applications, Education 
